公积金（16%）8号发薪的甲方9000+重庆信盟科技发展有限公司,金融投资
实习生/人力资源顾问青岛沃锐智能科技有限公司,人力资源
设备管培生江西乾照光电有限公司,电子技术
高中教师中江县江南外国语学校,教育培训
招聘实习生广州遇见小面餐饮股份有限公司,餐饮娱乐
内容审核专员北京金堤科技有限公司,媒体
助理项目经理（上海-校招职位）上海鼎策融资租赁有限公司,金融投资
三维动画渲染后期合成上海巧客力文化传播有限公司,媒体
项目经理苏州象爻信息科技有限公司,IT软件
财务助理宁夏大尧文化科技有限公司,金融投资
法务中国化学工程第七建设有限公司,法律
HR管培生（24届校招）江苏四季沐歌有限公司,人力资源
实习生（售前方案工程师方向）广东中利融升科技有限公司,人力资源
器件技术员夏禾科技（芜湖）有限公司,电子技术
康养服务员苏州恒力度假酒店有限公司,休闲度假
机械装配工程师中科星动力科技（无锡）有限公司,机械重工
机器学习工程师南栖仙策（南京）科技有限公司,人工智能
后端工程师杭州览众数据科技有限公司,IT软件
行政实习生浙江极氪智能科技有限公司,人力资源
会展招商专员青岛恒润圆通商贸有限公司,会计审计
审核标注双休不加班深圳易宝软件有限公司,IT软件
顾问江苏满天星企业管理咨询有限公司,咨询服务
助理质量工程师江苏顺丰铝业有限公司,机械重工
销售工程师（成都办）深圳三思纵横科技股份有限公司,电子技术
人力资源实习生-组织发展方向上海叠纸科技有限公司,人力资源
5200底薪金融客服+可接受小白+可双休广州市金贝莱商务服务有限公司,金融投资
安全技术岗山东金谷控股集团有限公司,安全
财务管理实习生北京智创数字科技服务有限公司,金融投资
【24届校招】高性能计算工程师(A238894)广州小鹏汽车科技有限公司,新能源
经营管理储备干部宁波普泰克包装技术有限公司,物流运输
技术工程师助理上海企一实业（集团）有限公司,机械重工
山东第一医科大学（山东省医学科学院）医学科技创新中心（转化医学研究院）招聘公告北京神州硕博信息技术有限公司,医疗保健
小微租赁定向生（郑州）永赢金融租赁有限公司,金融投资
销售经理青岛东软载波科技股份有限公司,电子技术
机械工程师连云港市港圣开关制造有限公司,机械重工
维修技术员（实习+就业）华安钢宝利高新汽车板加工（常熟）有限公司,加工制造
电子商务专业教师潮汕职业技术学院,教育培训
开发管培生（拓展方向）(J10039)宜春赵一鸣食品科技有限公司,快消
260/天长白班可日结轻松手工活深圳富联富桂精密工业有限公司,加工制造
学科运营实习生新东方教育科技集团有限公司,教育培训
开发工程师（合肥）用友金融信息技术股份有限公司,金融投资
Java优赛恒创科技发展（北京）有限公司,IT软件
技术储备干部浙江飞剑工贸有限公司,机械重工
项目经理（转轴）江苏精研科技股份有限公司,机械重工
环保工程师盐城迪赛诺制药有限公司,环保
人力资源管培生南京卡佩希网络科技有限公司,人力资源
财务助理江苏麦普机电工程有限公司,金属加工
财务出纳实习生深圳市小赢科,金融保险
总经理助理上海星恒新企业管理咨询有限公司,咨询服务
管培生/应届生-项目管理岗中化金茂物业管理（北京）有限公司南京分公司,物业管理
技术工程师（苏州）西励科技,IT软件
运营总监助理福建隽荣文化科技有限公司,媒体
【24春季青训营】Java开发工程师上海识装信息科技有限公司,IT软件
锅炉巡检（热电厂）江西英科医疗有限公司,医疗保健
平面设计苏州次源科技服务有限公司,媒体
人力资源专员（如皋）梦百合家居科技股份有限公司,服装
高中一对一教师（全职&兼职）济南新东方培训学校有限公司,教育培训
3d建模实习生浙江凌迪数字科技有限公司,IT软件
研后专场｜京东方2024校园招聘线下活动启动邀约京东方科技集团股份有限公司,IT硬件
建模师/U3D沈阳平行科技有限公司,IT软件
校园招聘（湟中支行）青海银行股份有限公司,金融投资
技术学徒（东莞长安）广州司密达实业有限公司,IT软件
施工图设计师杭州双谊室内设计有限公司,室内装潢
小红书运营线下实习深圳芝士教育科技有限公司,媒体
JACK&JONES-得物运营实习生绫致时装（天津）有限公司,服装
新媒体营销专员（抖音）广东丸美生物技术股份有限公司,广告
项目发展专员四川龙蟒福生科技有限责任公司,快消
售后运维工程师南京小网科技有限责任公司,IT软件
分行业务培训生、公司客户经理、财富客户经理、分行运营岗、分行IT科技岗上海银行股份有限公司南京分行,金融投资
研发岗江苏希诚新材料科技有限公司,加工制造
实习生广东君龙律师事务所,中介服务
管理培训生杭州港华燃气有限公司,新能源
质量、生产、物流储备干部招聘迅驰车业江苏有限公司,加工制造
人力资源行政实习生珠海万纬物流发展有限公司,物流运输
半导体器件Spice建模工程师（安徽省）新新人力,IT硬件
动物实验专硕实习生博济医药科技股份有限公司,医疗保健
工程标书制作专员天津科鸣科技有限公司,咨询服务
hr人力资源实习生广州肉联帮食品有限公司,服装
招聘实习生—可提供转正机会新东方教育科技集团有限公司,教育培训
光学工程师（全职）南京迈塔光电科技有限公司,电子技术
短视频运营西域网景文化发展（深圳）有限公司,媒体
销售经理（2024届）(J10295)日出东方,销售
用户运营北京新东方迅程网络科技股份有限公司,互联网
电力电子软件工程师深圳市禾望电气股份有限公司,电子技术
机械设计工程师（本科）江苏亚电科技有限公司,机械重工
实验研发员（社招）（四川省）南通人社局,医疗设备
软件研发工程师南京莱斯信息技术股份有限公司,IT软件
海外产品运营实习生（葡语方向）北京沃丰时代数据科技有限公司,互联网
语音合成算法实习生北京高德云图科技有限公司,互联网
视觉设计员江苏国胜艺术传媒有限公司,媒体
汽车电子测试工程师（浙江省）新新人力,汽车
临床医师无锡市第五人民医院,医疗保健
智慧运维专员新疆润康科技有限公司,环保
动力电池系统工程师（广州）新新人力,新能源
golang后端开发工程师数林（广东）智能科技有限公司,IT软件
集成电路芯片测试TE（上海）顺芯半导体2024,IT硬件
测试开发实习生北京魔门塔科技有限公司,IT软件
济南-运营-质量类延锋集团,物流运输
ESH工程师北京超弦存储器研究院,环保
弱电技术员盐城市万众民生数据有限公司,IT硬件
软件研发工程师无锡先导智能装备股份有限公司,IT软件
生产管理大连华锐重工集团股份有限公司,加工制造
研发助理/化验员肇庆洛德化工科技有限公司,化学
科技管理实习生上海电器科学研究所（集团）有限公司,IT软件
武汉纯小白-可实习包住-手机质检-双休社保上海万物新生环保科技集团有限公司,环保
风控管理岗浙江国际油气交易中心有限公司,金融投资
鞍山钢铁-化学工程与技术-硕士鞍钢集团有限公司,石油化工
运营储备干部云南光涛商贸有限公司,快消
运营助理（实习）（MJ000790）深圳法大大网络科技有限公司,互联网
智能搜索产品经理实习生（算法方向）百度在线网络技术(北京)有限公司,互联网
机械工程师江苏华强新能源科技有限公司,机械重工
区域销售经理格瑞诺瓦农业科技有限公司,农业
通信实习生杭州紫光通信技术股份有限公司,电信设备
国际业务（俄语）山东沪鸽口腔材料股份有限公司,批发零售
大模型算法小米科技（武汉）有限公司,互联网
hr招聘实习生行吟信息科技（上海）有限公司,人力资源
储备干部宁波南星汽车部件有限公司,加工制造
战略分析师仙乐生物科技（上海）有限公司,咨询服务
硬件应用工程师成都市易冲半导体有限公司,IT硬件
研发工程师北京数码大方科技股份有限公司,IT软件
排版工程师梦百合家居科技股份有限公司,IT软件
营销管培生潍柴新能源商用车有限公司,汽车
工艺工程师中复连众（连云港）风电叶片有限公司,新能源
材料方向科技图书策划编辑(J10003)化学工业出版社有限公司,化学
人力资源实习生（员工关系）-有留用机会北京盖娅互娱网络科技股份有限公司,人力资源
摄影摄像杭州沐雨乘丰文化传媒有限公司,媒体
汽车维修、汽车电路检测专业教师贵港市现代商贸职业技术学校有限公司,教育培训
门店销售管培生南京尊朗电器有限公司,服装
项目工程师江苏海鸥冷却塔股份有限公司,房地产
物流公司专员上海嘉星物流有限公司,物流运输
高中地理老师廊坊华航艺术学校,教育培训
康复理疗师浙江诚信医化设备有限公司,医疗保健
信息专员国药器械嘉兴有限公司,医药
工艺人员西电济南变压器股份有限公司,加工制造
技术美术/TA（校招）多益网络有限公司,媒体
项目管理实习生北京魔门塔科技有限公司,IT软件
手账设计实习生光合新知（北京）信息技术有限公司,IT软件
HR实习生（招聘方向）-上海安亭(A101442)上海蔚来汽车有限公司,人力资源
海外客户经理杭州华光焊接新材料股份有限公司,新能源
市场传播实习生上海意略明数字科技股份有限公司,媒体
成本核算（应届生）浙江德硕科技股份有限公司,加工制造
运营策划实习生北京合力亿捷科技股份有限公司,互联网
图像算法实习生北京世纪好未来教育科技有限公司,IT软件
前台接待员西双版纳景兰酒店股份有限公司,休闲度假
施工员浙江涌洲建设有限公司,建筑
学习机初中数学教师(J32998)新东方教育科技集团有限公司,教育培训
数字化营销实习生上海飞书深诺数字科技集团股份有限公司,媒体
招聘专员成都佳昂文化传媒有限公司,人力资源
应用算法实习生无限光年（上海）技术有限公司,IT软件
实习生上海海阳医疗服务集团有限公司,医疗保健
实习生芜湖瑾腾信息科技有限公司,IT软件
应用工程师苏州天准科技股份有限公司,电子技术
实验室技术员杭州卡洛实业有限公司,加工制造
国企！接受实习8500+公寓住宿/有食堂广东鸿联九五信息产业有限公司成都分公司,物流运输
京东运营江苏知原药业股份有限公司,快消
物流专员实习岗亚马逊(中国)投资有限公司,物流运输
投资专员阜宁县城市发展投资集团有限公司,金融投资
培训专员广东丸美生物技术股份有限公司,咨询服务
海外广告创意实习生（优秀可以转正）北京趣加科技有限公司,广告
调味料，香料应用工程师河南省科瑞食品技术有限公司,快消
生产助理黑龙江省金阳霖米业有限公司,加工制造
职能支持岗包住宿（工作地点在深圳）（广州）大华深圳24,物业管理
测试实习生杭州源诚科技有限公司,IT软件
设计实习生上海塔闻贸易有限公司,媒体
国网项目助理-实习岗北京宏天信业信息技术股份有限公司,电力水利
嵌入式软件工程师大博医疗科技股份有限公司,电子技术
24届实习生【有人带+三方协议+包住宿】四川雅各天烁贸易有限公司,教育培训
质量工程师康宁(上海)管理有限公司,医疗设备
销售业务员杭州优度家居有限公司,快消
销售助理7K-10k南京司度信息科技有限公司,互联网
外贸业务员宁波金鸡强磁股份有限公司,贸易
游戏数值策划-校招生北京趣加科技有限公司,网络游戏
审计管理江苏徐工广联机械租赁有限公司,会计审计
水环境运营管理中冶华天南京工程技术有限公司,环保
卫浴/定制品工匠师佛山昊邦家居服务有限公司,室内装潢
客服专员/跟单江苏万商臻选信息科技有限公司,生活服务
超声科医师苏州市吴江区第四人民医院,医疗保健
测试工程师西安禾智数融信息技术有限公司,IT软件
2023年昭通学院高层次博士人才引进需求北京海天创高网络技术有限公司,IT软件
软件调试工程师（校招）南京音飞储存设备（集团）股份有限公司,IT软件
项目专员北京翔宇航空服务有限公司,航天航空
【24届实习】安全服务工程师杭州安恒信息技术股份有限公司,IT软件
实习实施顾问厦门用友烟草软件有限责任公司,IT软件
语文教师海南微城未来教育学校,教育培训
应届生广东钶锐锶数控技术股份有限公司东莞分公司,加工制造
初级研发员江苏飞亚化学工业集团股份有限公司,化工
素材设计实习生作业帮教育科技（北京）有限公司,媒体
生产管理储备干部牧原食品股份有限公司,快消
实施实习生北京创智和宇科技有限公司,物联网
运营专员(J10248)杭州新中大科技股份有限公司,互联网
前台接待管家杭州云栖葛园度假酒店有限公司,休闲度假
销售工程师（苏州）西励科技,电子技术
BMS算法实习生(I2438)上海蔚来汽车有限公司,汽车
大数据工程师（福建中通通信公司）中国电信集团,电信运营
合成实验员江苏澄阳作物科技有限公司,农业
IT工程师绍兴中芯集成电路制造股份有限公司,IT硬件
半导体技术工程师（扬州）新新人力,电子技术
网页设计实习生杭州二十二科技有限公司,IT软件
舟山肯德基楼面经理（应届可投）杭州肯德基有限公司,餐饮娱乐
业务助理扬州汉梦服饰制造有限公司,服装
外贸业务员浙江瑞志机械有限公司,贸易
管培生-人资储干江苏腾越新材料科技有限公司,人力资源
系统集成工程师云南云创数据技术有限公司,系统集成
银行金融后台中心管理储备人员上海交银信息数据有限公司扬州分公司,金融投资
日语IT支援？青岛大手海恩信息技术有限公司,互联网
信用卡逾期提醒客服四川齐博法律咨询服务有限公司云南分公司,金融投资
储备干部管培生（研发/产品/交付/营销）鼎捷软件股份有限公司,IT软件
系统测试工程师（实习）珠海博线通科技有限公司,IT软件
售后技术支持长春弘洋科技有限公司,IT硬件
【有咨询公司经历优先】业务发展研究实习生上海识装信息科技有限公司,互联网
临床检验诊断学安徽省胸科医院（省结核病防治研究所）,医疗保健
财务实习生南京九洲会计咨询有限公司,会计审计
企业文化实习生北京新东方前途出国咨询有限公司成都分公司,教育培训
物流管理江阴市长江钢管有限公司,物流运输
FPGA开发工程师（工作地：常州）（长沙）星宇2024校招,电子技术
电话外呼员上海齐聚新材料科技有限公司,媒体
战略研究员北京星网锐捷网络技术有限公司,咨询服务
市场主管南京中安智能信息科技有限公司,广告
机械设计北京国电富通科技发展有限责任公司,机械重工
社区运营实习生杭州鲁班工程管理有限公司,物业管理
营销管培生长沙加加食品销售有限公司,快消
无线网基站督导工程师嘉环科技股份有限公司,电信设备
直播客服专员北京阿里信用管理有限公司,互联网
国际营销岗神驰机电股份有限公司,贸易
淘宝客服常州市淘客乐家居用品有限公司,电子技术
财务部实习生北京诺康达医药科技股份有限公司,会计审计
平面设计助理4名苏州森瑞广告设计制作有限公司,广告
医师深圳市中西医结合医院,医疗保健
包装操作工南通人社局,加工制造
销售专员南昌晨沛霈科技有限公司,快消
审核专员山东先特服务外包产业有限公司,认证检验
置业顾问华美搜侯（北京）置地有限公司,房地产
商业化管培生武汉星竞威武文体发展有限公司,咨询服务
行政人事惠州市乐有家企业管理有限公司大亚湾区千禧嘉园分公司,人力资源
市场营销海利尔药业集团股份有限公司,医药
翻译助理七海行（深圳）科技有限公司,翻译
管培生广州双鱼体育用品集团有限公司,运动
财务专员江苏邦能振键机械有限公司,会计审计
材料管理广东华隧建设集团股份有限公司,建筑
【北京】学而思小学素养教师-科学思维北京学而思教育科技有限公司,教育培训
摄影用户运营实习生维沃移动通信有限公司,媒体
石墨烯研发工艺师江苏先丰纳米材料科技有限公司,化工
硬件测试工程师J10210上海柏楚电子科技股份有限公司,电子技术
测试开发工程师（校招）万兴科技集团股份有限公司,IT软件
会展实习生灵感科技创新发展有限公司,会展
机械工程师江苏富仁集团有限公司,机械重工
私域运营实习生（限24、25届）上海联蔚数字科技集团股份有限公司,互联网
水务环境咨询工程师淞际环境规划设计(上海）有限公司,环保
可带朋友（室内办公）月7000+泰盈科技集团股份有限公司,物流运输
组学销售工程师沈阳万类生物科技有限公司,医疗保健
2024届实习生-软件项目助理(周一到周五)-4k上海复深蓝软件股份有限公司,IT软件
车身工程师（安徽省）新新人力,汽车
算法工程师苏州佳祺仕科技股份有限公司,IT软件
新媒体运营实习生广东好牛建材集团有限公司,媒体
型式测试与数据分析工程师国电联合动力技术有限公司北京技术开发分公司,电力水利
后端开发工程师成都美云智享智能科技有限公司,IT软件
财务部部长宝鸡市金融控股有限公司,金融投资
策划/执行/媒介实习生上海新数网络科技股份有限公司,媒体
erp实施顾问（实习可转正，苏州）鼎捷软件股份有限公司,IT软件
模具工程师宁波时代汽车零部件有限公司,汽车
售后服务工程师青岛泰凯英轮胎有限公司,汽车
系统建模工程师（北京）北京润科通用技术有限公司,IT软件
企划专员（应届大学生）+高薪资待遇吉林省迷彩少年教育文化科技有限公司,咨询服务
视频运营实习生北京华清易点科技有限公司,媒体
版面设计与美工上海捷得曼国际贸易有限公司,广告
天猫运营助理上海祥泷营养品有限公司,快消
管培生陕西惠森后勤管理服务股份有限公司,物流运输
自动驾驶车辆动力学工程师（滁州）新新人力,汽车
IT工程师安徽英科医疗用品有限公司,医疗设备
运输计调员振石集团浙江宇石国际物流有限公司,物流运输
技术员云南自由贸易试验区途铨因私服务出入境服务有限公司,物流运输
H5测试实习生广州汇量信息科技有限公司,IT软件
阿拉伯语业务员苏州星路进出口有限公司,贸易
数字IC设计工程师（前端）南京中科微电子有限公司,电子技术
行政前台厦门瑞思玛特教育咨询有限公司,教育培训
西班牙语翻译校对实习生上海触宝信息技术有限公司,翻译
销售实习生北京市宾克工程咨询股份有限公司,咨询服务
售后纯接听客服/无销售性质月休6-9天有住宿江西远恒通信有限公司,电信运营
售后工程师（社招）（宁波）南通人社局,电子技术
物理教师海南微城未来教育学校,教育培训
QC（质量控制）百林科医药科技（上海）有限公司,医药
OpenDriveLab-内容运营实习生上海人工智能创新中心,媒体
研发工程师江苏集萃智能液晶科技有限公司,电子技术
人力资源实习生(J11835)联通数字科技有限公司,人力资源
游戏客户端开发（24届校招）杭州胜加科技有限公司,休闲度假
暖通工程师（24届校招管培生）(J10784)日出东方,工程
细胞工艺开发初级科学家南京传奇生物科技有限公司,医疗保健
招聘实习生（海外招聘）深圳市捎客转运物流有限公司,物流运输
工作轻松无锡比亚迪直招普工比亚迪股份有限公司,加工制造
硬件研发工程师南京莱斯信息技术股份有限公司,电子技术
三维动画解算师江苏风云动画有限公司,媒体
HR无锡先导智能装备股份有限公司,人力资源
运营实习生北京一览科技有限公司,IT软件
管培生广东睿住智能科技有限公司,物流运输
质量工程师苏世博（南京）减振系统有限公司,机械重工
抖音运营专员·有五险·提成高江苏火牛传媒有限公司,媒体
物业管理员上海爱生特商用物业管理有限公司,物业管理
系统专员北京中博世达专利商标代理有限公司,认证检验
综合运输科研浙江省交通运输科学研究院,物流运输
法务主管新疆昕昊达矿业有限责任公司,矿业
胃肠镜室灵璧县卫生健康委员会,医疗保健
高中化学教师克拉玛依市高级中学,教育培训
EPBD-I新媒体市场推广实习生西门子(中国)有限公司,媒体
通义实验室-大模型算法专家阿里云计算有限公司,互联网
【专业组】项目经理（成都）北京思特奇信息技术股份有限公司,咨询服务
运营支持实习生内蒙古蒙牛乳业（集团）股份有限公司,快消
对公经理泰康养老保险股份有限公司河北分公司保定中心支公司,保险
研发助理联邦制药（内蒙古）有限公司,医药
健康讲师喜来健医疗器械（北京）有限公司,医疗设备
发动机仿真分析工程师（淮安）新新人力,机械重工
招聘专员富鼎电子科技（嘉善）有限公司,IT软件
销售工程师（滁州）保方电子,电子技术
php开发工程师武汉航科物流有限公司,物流运输
果蔬加工员北京三快在线科技有限公司,快消
功能测试助理宏图众创（北京）科技有限公司,IT软件
销售储干高提成稳定易上手江西易停易行信息科技有限公司,互联网
项目管理歌尔股份有限公司,机械重工
软件开发实习生思佰益（大连）信息技术有限公司,IT软件
工艺操作江苏恒科新材料有限公司,加工制造
直销客户经理广西博童教育发展有限公司,教育培训
弹幕游戏主播(全职/兼职)北京禾之青教育科技有限公司,游戏
物理教师海南微城未来教育学校,教育培训
菲律宾语策略交付实习生网易（杭州）网络有限公司,媒体
英语外贸助理成都嗨玩悦游科技有限公司,咨询服务
储备干部（照明24届）横店集团得邦照明股份有限公司,房地产
区域销售经理杭州青塔科技有限公司,IT硬件
海外KOL媒介实习生（日语/法语）广州汇量信息科技有限公司,媒体
3D数据标注师天津中科昊宇科技有限公司,IT软件
运营实习生北京华医网科技股份有限公司,互联网
新媒体运营专员摩顶新能源发展（云南）集团有限公司,媒体
物资管理员中铁隧道局集团有限公司,物流运输
采购助理瑞必科净化设备(上海)有限公司,物流运输
人事行政助理中美联泰大都会人寿保险有限公司上海分公司,保险
非车险核保（财产/责任险核保）上海中宏翊琛网络科技有限公司,保险
管理桂林力源粮油食品集团有限公司,快消
数学老师苏州研途教育科技有限公司,教育培训
算法工程师-南京连云港杰瑞电子有限公司,IT硬件
高中英语老师五家渠恩科雨露实验学校,教育培训
硬件项目工程师特斯拉汽车（北京）有限公司,汽车
大模型算法实习生-新媒体方向北京齐尔布莱特科技有限公司,媒体
中职英语教师重庆市医药经贸学校,教育培训
流体仿真软件研发工程师浙江大学滨江研究院,IT软件
自然语言处理算法实习生中科蓝智（武汉）科技有限公司,IT软件
物流助理豹牛（上海）供应链管理有限公司,物流运输
流程运营实习生成都晓多科技有限公司,互联网
24校招-Java开发工程师（本科）（J14382）北京掌上先机网络科技有限公司,IT软件
财务助手镇江华东电力设备制造厂有限公司,电力水利
商务实习生北京一零跃动网络信息技术有限公司,互联网
现场应用工程师苏州纳芯微电子股份有限公司,电子技术
加工设备工程师常州臻晶半导体有限公司,加工制造
後期剪輯深圳市前海深港现代服务业合作区管理局,媒体
英语本地化实习厦门青瓷数码技术有限公司,媒体
设计师南通锦中璟园艺发展有限公司,室内装潢
教师岗位（语文+数学）成都极客未来教育科技有限公司,教育培训
水工设计（西安）大禹设计咨询集团有限公司,房地产
法语实习生北京晴数智慧科技有限公司,媒体
储备干部华润万家有限公司,快消
商业地产实习生-日语仲量联行测量师事务所(上海)有限公司,房地产
【客户经理（销售）J10326】上海柏楚电子科技股份有限公司,电子技术
人事助理重庆初始科技有限公司,互联网
销售专员青山塾（苏州）科技有限公司,快消
常州苏宁金融金融营销管培生江苏苏宁金融信息服务有限公司,金融投资
银行信用卡客户专员青岛联信商务咨询有限公司绍兴分公司,金融投资
人力实习生(招聘方向+见习补贴)新东方教育科技集团有限公司,教育培训
用户运营实习生北京学术星球科技有限公司,互联网
高中信息技术教师南宁市天泽高级中学有限公司,教育培训
数控机床操作工南京高速齿轮制造有限公司,加工制造
工程资料员昆明建英建筑工程有限公司,房地产
驱动系统工程师徐州徐工汽车制造有限公司,汽车
人事实习生浙江颢屹汽车技术有限公司,汽车
质量工程师河北联硕机械制造有限公司,机械重工
调试服务工程师江苏赛瑞迈科新材料有限公司,IT硬件
售后服务TATA24,快消
国内贸易专员中视金穗影视文化传媒(北京)有限公司,媒体
小红书文案杭州贝康健康科技集团有限公司,媒体
大模型算法研发实习生上海人工智能创新中心,IT软件
运营助理无锡挚达物联科技有限公司,互联网
培训讲师岗【国企正式编】新华人寿保险股份有限公司嘉兴中心支公司,保险
go语言开发工程师百度在线网络技术（北京）有限公司,IT软件
药品实验员江苏远恒药业有限公司,医药
行政助理杭州市轻工工艺纺织品进出口有限公司,快消
QA（2024届毕业生）扬子江药业集团江苏制药股份有限公司,医药
人事文员上海甬道设备科技有限公司,机械重工
软件工程师苏州苏大维格科技集团股份有限公司,IT软件
解决方案实习生福建博思软件股份有限公司,IT软件
财务出纳相亭生态科技有限公司,新能源
总装工艺师上海航天精密机械研究所,航天航空
IC数字电路工程师广东匠芯创科技有限公司,电子技术
会员岗深圳市星河商置集团有限公司,房地产
法务实习--外派大厂博彦科技股份有限公司,咨询服务
技术支持工程师上海自动化仪表有限公司,电子技术
天等县县直初中学校历史教师广西崇左市天等县教育局,教育培训
自动驾驶传感器工程师-XC博世（中国）投资有限公司,汽车
CRC临床研究协调员-合肥-24届比逊（广州）医疗科技有限公司,医疗保健
初中政治教师北流铜州中学,教育培训
嵌入式开发工程师上海狮尾智能化科技有限公司,IT硬件
采购岗精诚工科汽车系统有限公司保定徐水精工底盘分公司,汽车
店铺运营实习生北京与爱为舞科技有限公司,互联网
财务实习生上海医豆健康管理有限公司,医疗保健
酒店管理管培生江苏立翔企业管理集团有限公司,旅游
海外内容运营实习生赛尔特建筑科技（广东）有限公司,房地产
中试工程师大连医诺生物股份有限公司,医疗设备
嵌入式开发岗四川省建筑科学研究院有限公司,IT硬件
LLM算法实习升智信息科技（南京）有限公司,IT软件
采购助理（生物行业）上海昂朴生物科技有限公司,医药
管培生华熙生物科技股份有限公司,医药
跨境电商运营助理江苏玄通供应链股份有限公司,物流运输
游戏策划多益网络有限公司,娱乐
HR实习生（招聘方向）上海识装信息科技有限公司,互联网
得物APP-潮玩商家运营实习生上海识装信息科技有限公司,互联网
实习生（免费培训+包住）青岛星起点信息科技有限公司,互联网
内容翻译实习生武汉创缘科技有限公司,互联网
人资实习生上海京正投资管理（集团）有限公司,金融投资
物流培训生江苏安吉智行物流有限公司,物流运输
等保实习生江苏翔信信息安全技术有限公司,认证检验
战略实习生追觅科技（苏州）有限公司,IT软件
汽车市场营销教师浙江吉利技师学院,教育培训
产品研发工程师沈阳万类生物科技有限公司,医疗设备
python开发工程师华为技术有限公司,IT软件
嵌入式软件工程师江苏经纬轨道交通设备有限公司,IT软件
C++研发工程师-上海百度在线网络技术（北京）有限公司,IT软件
分拣理货员北京金玛佳购超市有限公司,快消
西医临床医生绥江县人民医院,医疗保健
销售经理山东中农联合生物科技股份有限公司,农业
新媒体运营实习生/市场推广实习生上海彼亿网络科技有限公司,媒体
助理实习生（双休早九晚六）上海爱竞信息科技有限公司,互联网
化学工程师江苏华玻光电技术有限公司,石油化工
人事专员青岛三利中德美水设备有限公司,医疗保健
客服专员云南光涛商贸有限公司,生活服务
腾讯云智研发2024届校园招聘——南京邮电大学腾讯云计算（西安）有限责任公司,IT软件
春节活动兼职新奥集团股份有限公司,休闲度假
海外运营实习生北京悉之智能科技有限公司,互联网
应用分析工程师浙江飞越机电有限公司,IT硬件
安全工程师中国水利水电建设工程咨询中南有限公司,环保
研发人员四川龙蟒福生科技有限责任公司,医疗保健
助理研发工程师（福州）欧圣电气2024,加工制造
微信小程序开发南通市画语佳歆软件科技有限公司,IT软件
机组勤务维修保障员上海飞季航空地面服务有限公司,航天航空
测试实习生——2024校招广州小迈网络科技有限公司,IT软件
游戏社区运营苏州龙游山海网络科技有限公司,网络游戏
销售代表无锡市通用机械厂有限公司,批发零售
2024届海外软件开发工程师江苏海隆软件技术有限公司,IT软件
理事长助理（实习生）上海多阅公益文化发展中心,教育培训
运维工程师北京隆贵科技发展有限公司,IT硬件
结构设计岗位实习生南京国科精准医学科技有限公司,医疗设备
网页设计师（实习）上海天卓悦科技有限公司,IT软件
英语翻译实习生沈阳创思佳业科技有限公司,媒体
人力资源类浙江爱旭太阳能科技有限公司,包括但不限于咨询服务
中交二航局2024届春季校园招聘岗位中交第二航务工程局有限公司,物流运输
招聘实习生行吟信息科技（上海）有限公司,人力资源管理
炼钢厂技术员衢州元立金属制品有限公司,采掘冶炼
矿业公司-仪器类-本科鞍钢集团有限公司,采掘冶炼
安全大类工程方向岗直招四川卓寻天下企业管理有限责任公司,环保
集团总部管理培训生浙江英特药业有限责任公司,医药
内蒙古科技大学“科炬计划”人才引进北京神州硕博信息技术有限公司,IT软件
有机合成研究员青岛清原作物科学有限公司,农业
工艺助理工程师湖州昆仑亿恩科电池材料有限公司,化工
视频创意策划（游戏买量）北京格瑞拉科技有限公司,广告
新能源销售经理中工交科（深圳）科技集团有限公司,新能源
自动驾驶大语言模型算法实习生北京鉴智机器人科技有限公司,IT软件
HRBP实习生（招聘）深圳希音信息技术有限公司,人力资源管理
市场营销浙江刘伯温弘文慧馆,咨询服务
项目工程师（上海）博汇机械,加工制造
市场营销重庆旭普科技有限公司,咨询服务
C++开发工程师（新动力体验实习）万翼科技有限公司,IT软件
博士研究员中航试金石检测科技（大厂）有限公司,IT硬件
浙江业务中心-客户销售-衢州杭州海康威视数字技术股份有限公司,电子技术
验收员西双版纳久泰药业有限公司,医药
销售业务员云南益高电动科技有限公司,汽车
采购实习生多特瑞（上海）商贸有限公司,采掘冶炼
经营分析岗中国平安人寿保险股份有限公司河南分公司,保险
科研骨干（三）辽宁材料实验室,医疗设备
人工智能训练师（仅招收法律相关专业）成都市汇众天智科技有限责任公司,IT软件
实习生（品牌推广部）重庆松山医疗健康中心（有限合伙）,医疗保健
质检员浙江菱格木业有限公司,家具家电
预招年后国企人事4000+双休可实习中国人寿保险股份有限公司哈尔滨分公司第一营销服务部,人力资源管理
数据录入/资产包处置实习（法律专业优先）江苏天创科技有限公司,咨询服务
用户服务工程师深圳市世格赛思医疗科技有限公司,医疗设备
HR实习生(人才发展方向）博世（中国）投资有限公司,人力资源管理
维修电工连云港新圩港码头有限公司,物流运输
助理工程师上海尼信电子科技有限公司,电子技术
HRBP-实习生(J12728)北京思明启创科技有限公司,人力资源管理
质量检验员郑州精益达汽车零部件有限公司,汽车
船舶与海洋工程河北浩海船舶管理有限公司,航天航空
助理精益工程师麦格纳汽车技术（上海）有限公司,加工制造
销售顾问美克国际家居用品股份有限公司,家具家电
单证员（双休、五险一金）宁波航晖运通国际物流有限公司,物流运输
平面设计实习深圳市终极幻境网络科技有限公司,广告
会计实习生云南财当家财务信息咨询有限公司,会计审计
人事专员湖南柒幺柒文化传媒有限公司,人力资源管理
