0.2764,0.1017,0.0686,0.0632,0.0597,0.0411,0.0341,0.0257,0.0127,0.03435964,0.052099872,0.01236656,0.009184468,0.010888485,0.016022773,0.002761398,0.013220342,0.013702269,0.005655676,0.002776531,0.02008533,0.012989613,0.012797344,0.007462704,0.013264383,0.018084308,0.005492432,0.002637564,0.004464353,0.002889007,0.001175047,0.004789581,0.006931914,0.002233224,0.004162963,0.000741641,0.001183483,0.004764471,0.005822676,0.0024835,0.001044252,0.000650744,0.006296443,6.81E-05,0.000874468,0.000102034,0.00027043
0.0362,0.0163,0.00955254,0.0507,0.008068925,0.008364672,0.0327,0.013380159,0.013390793,0.3059,0.2701,0.0486,0.0404,0.0004,0.011816195,0.002036366,0.009749468,0.010104937,0.004170624,0.002047577,0.014812117,0.009579289,0.009437354,0.00550324,0.009781825,0.013336402,0.004050437,0.001944957,0.00329222,0.002130505,0.000866534,0.003532098,0.005112005,0.001646912,0.00306999,0.000546926,0.000872772,0.003513583,0.004293986,0.001831478,0.000770085,0.000479901,0.004643376,5.02E-05,0.000644892,7.52E-05,0.000199431
0.1021,0.0988,0.1605,0.024051024,0.011613059,0.0359,0.0428,0.019257927,0.019272596,0.03646157,0.055308044,0.013124557,0.0996,0.0212,0.0539,0.016,0.014032017,0.014543711,0.006002356,0.002946992,0.021318482,0.013787054,0.013582595,0.007920343,0.014078439,0.019194491,0.005829621,0.002799129,0.004738285,0.003066324,0.001247148,0.005083579,0.007357501,0.002370334,0.004418481,0.000787163,0.001256147,0.005056934,0.006180159,0.00263597,0.001108343,0.000690707,0.006683028,7.22E-05,0.000928175,0.000108278,0.000287032
0.171,0.0286,0.0795,0.0152,0.018350689,0.019025424,0.0303,0.030433163,0.0377,0.057596404,0.08742802,0.020736452,0.0265,0.018262258,0.026876248,0.004631875,0.0423,0.0303,0.009484379,0.004656922,0.033688147,0.021786658,0.021463051,0.012515261,0.022246772,0.030331595,0.009212124,0.004422779,0.007487378,0.00484543,0.001970727,0.008033149,0.011626556,0.003745677,0.00698213,0.001243883,0.001985007,0.007991054,0.00976608,0.004165435,0.00175141,0.00109149,0.01056075,0.000114166,0.001466756,0.000171078,0.000453577
0.0418,0.024,0.007948275,0.0636,0.00670966,0.006956522,0.011033731,0.0091,0.011135813,0.0501,0.4801,0.0231,0.0284,0.006677292,0.1178,0.001693572,0.00810839,0.008403675,0.003467729,0.001702771,0.012317852,0.007966131,0.007847685,0.004575956,0.008134289,0.011090514,0.003368347,0.001617045,0.002737662,0.001771683,0.000720571,0.002937249,0.004251174,0.001369583,0.002552948,0.000454814,0.000725806,0.00292186,0.003570904,0.001523062,0.000640385,0.000399099,0.003861473,4.17E-05,0.000536316,6.25E-05,0.000165847
0.0329,0.014325016,0.003744624,0.0018,0.0028,0.0187,0.00519828,0.005242588,0.005246372,0.0322,0.7493,0.03,0.002654529,0.003145826,0.004629808,0.000797881,0.0038201,0.00395923,0.0268,0.0112,0.005803301,0.003753073,0.003697242,0.002155828,0.003832279,0.005225058,0.001586925,0.000761811,0.001289781,0.000834688,0.000339479,0.00138382,0.002002853,0.00064525,0.001202764,0.000214275,0.000341949,0.00137657,0.001682357,0.000717559,0.000301702,0.000188028,0.001819254,1.97E-05,0.000252675,2.95E-05,7.81E-05
0.0058,0.0272,0.006767387,0.0216,0.005712856,0.005923158,0.0042,0.009474942,0.0343,0.1416,0.5152,0.0514,0.0618,0.005685199,0.008367315,0.001441949,0.006903929,0.007155415,0.002952483,0.00144983,0.010488095,0.006782777,0.006681786,0.003896024,0.006925863,0.00944303,0.002867987,0.001376706,0.002330937,0.001508488,0.000613518,0.002500913,0.003619682,0.001166138,0.002173694,0.000387249,0.000617992,0.002487812,0.003040462,0.001296816,0.000545251,0.000339818,0.003287874,3.55E-05,0.000456655,5.32E-05,0.000141211
0.0226,0.015,0.005068351,0.0311,0.004278574,0.004436142,0.00703602,0.007096363,0.038,0.0661,0.6501,0.0111,0.0256,0.004257846,0.0371,0.001079928,0.005170691,0.005359065,0.002211187,0.001085848,0.007855048,0.005079945,0.005004257,0.002917852,0.005187076,0.007072332,0.002147973,0.001031034,0.001745732,0.001129773,0.000459488,0.001873048,0.002710957,0.000873378,0.001627977,0.000290028,0.000462845,0.001863237,0.00227715,0.000971248,0.000408362,0.000254508,0.002462452,2.66E-05,0.000342014,3.99E-05,0.00010576
0.0187,0.019234033,0.0181,0.0258,0.004244196,0.004400543,0.006979515,0.007039496,0.0042,0.4763,0.2542,0.0445,0.0003,0.004223623,0.006216382,0.001071249,0.005129198,0.005316076,0.0372,0.001077133,0.007792013,0.005039174,0.004964057,0.002894387,0.005145421,0.007015567,0.002130734,0.001022726,0.001731709,0.001120702,0.000455797,0.001858011,0.002689201,0.000866369,0.001614906,0.0002877,0.000459131,0.00184828,0.002258876,0.000963454,0.000405083,0.000252467,0.002442692,2.64E-05,0.000339271,3.96E-05,0.000104911
0.044,0.0093,0.009056866,0.0619,0.007645505,0.00792731,0.0012,0.012681513,0.012689446,0.3046,0.2462,0.1029,0.0138,0.0278,0.011198479,0.001929744,0.00923994,0.00957665,0.003951172,0.001940388,0.014036839,0.009077745,0.0089423,0.005213886,0.009269059,0.012638082,0.003838381,0.001842258,0.003119516,0.002018858,0.000821077,0.003347074,0.004844433,0.001560711,0.002909132,0.000518269,0.000827097,0.003329546,0.004069228,0.001735601,0.000729725,0.000454806,0.004400366,4.76E-05,0.000611182,7.13E-05,0.00018899
0.0145,0.0133,0.004090234,0.0122,0.00345284,0.003580151,0.0075,0.005727333,0.005730795,0.1333,0.6755,0.0299,0.0233,0.003436144,0.005057496,0.000871503,0.004172965,0.004325047,0.00178439,0.0029,0.006339352,0.004099708,0.004038504,0.002354661,0.004186087,0.005707631,0.001733497,0.000831973,0.00140883,0.000911757,0.000370813,0.001511608,0.002187855,0.000704852,0.001313823,0.000234061,0.000373536,0.001503693,0.001837755,0.000783836,0.000329558,0.000205402,0.001987305,2.15E-05,0.000276025,3.22E-05,8.54E-05
0.0377,0.4015,0.008993337,0.015723947,0.007591921,0.0841,0.0245,0.012593945,0.0139,0.023827681,0.0361769,0.00857925,0.006375667,0.007555152,0.011120563,0.001916216,0.1575,0.009510228,0.0148,0.001926855,0.0203,0.017,0.00887972,0.005177254,0.009204398,0.012550023,0.003811618,0.001829246,0.00309765,0.002004731,0.000815326,0.003323722,0.004810683,0.001549831,0.002888853,0.000514656,0.000821322,0.00330634,0.004040881,0.0017235,0.000724622,0.000451636,0.004369741,4.72E-05,0.000606922,7.07E-05,0.000187677
0.0334,0.0273,0.007552317,0.013204428,0.0038,0.5966,0.0449,0.01057619,0.0072,0.020008061,0.030382937,0.007204353,0.005354079,0.006344564,0.009338792,0.001609175,0.0283,0.007986479,1.00E-04,0.001618125,0.011705797,0.007570167,0.0609,0.004347669,0.007729591,0.010539189,0.003200901,0.001536113,0.002601313,0.001683518,0.000684686,0.002791173,0.004039894,0.00130151,0.00242598,0.000432194,0.000689727,0.002776577,0.003393433,0.001447352,0.000608517,0.000379274,0.003669604,3.97E-05,0.000509681,5.94E-05,0.000157607
0.0435,0.0671,0.011039296,0.019300953,0.00931913,0.2514,0.041,0.015459782,0.0262,0.029242087,0.044417426,0.010530138,0.007826103,0.009273882,0.013650837,0.002352143,0.2044,0.011674136,0.0214,0.002365262,0.0457,0.011065529,0.0184,0.006354974,0.011298494,0.015405428,0.004678849,0.002245282,0.003802375,0.002460835,0.001000815,0.004079927,0.005905238,0.001902458,0.00354611,0.000631748,0.001008196,0.004058593,0.004960285,0.002115638,0.000889482,0.000554399,0.005363976,5.80E-05,0.000745021,8.68E-05,0.000230378
0.060397215,0.092,0.019446848,0.0693,0.016416611,0.017035352,0.0472,0.027235854,0.0199,0.051497165,0.07827167,0.018547745,0.0473,0.055,0.02404828,0.004143522,0.019849144,0.02056607,0.008484292,0.00416678,0.030143939,0.019493634,0.019202357,0.0585,0.057,0.0262,0.00824252,0.003955013,0.006698318,0.004335093,0.001763049,0.007187377,0.01040302,0.003351484,0.006246964,0.001112911,0.001776102,0.007149803,0.008738338,0.003727028,0.001566941,0.000976674,0.009449519,0.000102139,0.001312494,0.00015295,0.000405847
